year,importer1,importer2,flow1,flow2
1975,All Other Trade,All Other Trade,28.23,
1975,All Other Trade,All Other Trade,22.14,
1975,All Other Trade,All Other Trade,11.85,
1975,All Other Trade,All Other Trade,53.48,
1975,All Other Trade,All Other Trade,16.4,
1975,All Other Trade,All Other Trade,26.8,
1975,All Other Trade,All Other Trade,48.83,
1975,All Other Trade,All Other Trade,67.6,
1975,All Other Trade,All Other Trade,0,
1975,All Other Trade,All Other Trade,61.2,
1975,All Other Trade,All Other Trade,68.1,
1975,All Other Trade,All Other Trade,54.1,
1975,All Other Trade,All Other Trade,45.22,
1975,All Other Trade,All Other Trade,1.12,
1975,All Other Trade,All Other Trade,34.77,
1975,All Other Trade,All Other Trade,66.6,
1975,All Other Trade,All Other Trade,35.02832,
1975,All Other Trade,All Other Trade,61.14,
1975,All Other Trade,All Other Trade,7.74,
1975,All Other Trade,All Other Trade,33.12,
1975,All Other Trade,All Other Trade,66.8,
1975,All Other Trade,All Other Trade,0.6,
1975,All Other Trade,All Other Trade,13.49,
1975,All Other Trade,All Other Trade,1,
1975,All Other Trade,All Other Trade,32.49,
1975,All Other Trade,All Other Trade,57.61,
1975,All Other Trade,All Other Trade,36.38,
1975,All Other Trade,All Other Trade,31.57,
1975,All Other Trade,All Other Trade,44.8,
1975,All Other Trade,All Other Trade,39.14367,
1975,All Other Trade,All Other Trade,64.59,
1975,All Other Trade,All Other Trade,65,
1975,All Other Trade,All Other Trade,59.72,
1975,All Other Trade,All Other Trade,51,
1975,All Other Trade,All Other Trade,62.75,
1975,All Other Trade,All Other Trade,31,
1975,All Other Trade,All Other Trade,64.24,
1975,All Other Trade,All Other Trade,0.1,
1975,All Other Trade,All Other Trade,53.27,
1975,All Other Trade,All Other Trade,34.14,
1975,All Other Trade,All Other Trade,18.3,
1975,All Other Trade,All Other Trade,42,
1975,All Other Trade,All Other Trade,57.5,
1975,All Other Trade,All Other Trade,20.4,
1975,All Other Trade,All Other Trade,56.75353,
1975,All Other Trade,All Other Trade,16.6,
1975,All Other Trade,All Other Trade,24.7,
1975,All Other Trade,All Other Trade,15.88716,
1975,All Other Trade,All Other Trade,53,
1975,All Other Trade,All Other Trade,1.9,
1975,All Other Trade,All Other Trade,24.6,
1975,All Other Trade,All Other Trade,63.1,
1975,All Other Trade,All Other Trade,55.07,
1975,All Other Trade,All Other Trade,43.23,
1975,All Other Trade,All Other Trade,63.03,
1975,All Other Trade,All Other Trade,0,
1975,All Other Trade,All Other Trade,49.6,
1975,All Other Trade,All Other Trade,25.6,
1975,All Other Trade,All Other Trade,39.28,
1975,All Other Trade,All Other Trade,24.16,
1975,All Other Trade,All Other Trade,45.47,
1975,All Other Trade,All Other Trade,31.7,
1975,All Other Trade,All Other Trade,55.62,
1975,All Other Trade,All Other Trade,40.31,
1975,All Other Trade,All Other Trade,33.5,
1975,All Other Trade,All Other Trade,40,
1975,All Other Trade,All Other Trade,61.09,
1975,All Other Trade,All Other Trade,57.98,
1975,All Other Trade,All Other Trade,23.7,
1975,All Other Trade,All Other Trade,41.37,
1975,All Other Trade,All Other Trade,3,
1975,All Other Trade,All Other Trade,4.51,
1975,All Other Trade,All Other Trade,53.75,
1975,All Other Trade,All Other Trade,12.91,
1975,All Other Trade,All Other Trade,23.45,
1975,All Other Trade,All Other Trade,26.7,
1975,All Other Trade,All Other Trade,30.15,
1975,All Other Trade,All Other Trade,53.5,
1975,All Other Trade,All Other Trade,60.46,
1975,All Other Trade,All Other Trade,30.13,
1975,All Other Trade,All Other Trade,18.2,
1975,All Other Trade,All Other Trade,0,
1975,All Other Trade,All Other Trade,11.2,
1975,All Other Trade,All Other Trade,57.38,
1975,All Other Trade,All Other Trade,52.83,
1975,All Other Trade,All Other Trade,24.50068,
1975,All Other Trade,All Other Trade,46.57,
1975,All Other Trade,All Other Trade,18.1841,
1975,All Other Trade,All Other Trade,46.65,
1975,All Other Trade,All Other Trade,50.2,
1975,All Other Trade,All Other Trade,50.98,
1975,All Other Trade,All Other Trade,13.56,
1975,All Other Trade,All Other Trade,27.82,
1975,All Other Trade,All Other Trade,59.04,
1975,All Other Trade,All Other Trade,49.24,
1975,All Other Trade,All Other Trade,57,
1975,All Other Trade,All Other Trade,23.65,
1975,All Other Trade,All Other Trade,58.7,
1975,All Other Trade,All Other Trade,20,
1975,All Other Trade,All Other Trade,15.41,
1975,All Other Trade,All Other Trade,30.91297,
1975,All Other Trade,All Other Trade,9.7,
1975,All Other Trade,All Other Trade,18.6,
1975,All Other Trade,All Other Trade,8.68,
1975,All Other Trade,All Other Trade,30.4,
1975,All Other Trade,All Other Trade,56.72,
1975,All Other Trade,All Other Trade,24.5,
1975,All Other Trade,All Other Trade,21.43,
1975,All Other Trade,All Other Trade,52.68,
1975,All Other Trade,All Other Trade,0.1,
1975,All Other Trade,All Other Trade,47.89,
1975,All Other Trade,All Other Trade,5.08,
1975,All Other Trade,All Other Trade,9.86,
1975,All Other Trade,All Other Trade,12.61,
1975,All Other Trade,All Other Trade,20.39,
1975,All Other Trade,All Other Trade,37.73,
1975,All Other Trade,All Other Trade,31.9,
1975,All Other Trade,All Other Trade,42.07,
1975,All Other Trade,All Other Trade,1,
1975,All Other Trade,All Other Trade,13.77,
1975,All Other Trade,All Other Trade,1.87,
1975,All Other Trade,All Other Trade,33.91,
1975,All Other Trade,All Other Trade,57.1,
1975,All Other Trade,All Other Trade,53.88,
1975,All Other Trade,All Other Trade,13.83,
1975,All Other Trade,All Other Trade,17.93,
1975,All Other Trade,All Other Trade,35.392,
1975,All Other Trade,All Other Trade,19.5,
1975,All Other Trade,All Other Trade,21,
1975,All Other Trade,All Other Trade,56.11,
1975,All Other Trade,All Other Trade,20.3,
1975,All Other Trade,All Other Trade,5.61,
1975,All Other Trade,All Other Trade,5,
1975,All Other Trade,All Other Trade,31.2,
1975,All Other Trade,All Other Trade,16.47,
1975,All Other Trade,All Other Trade,55.5,
1975,All Other Trade,All Other Trade,21.77,
1975,All Other Trade,All Other Trade,53.35,
1975,All Other Trade,All Other Trade,15.5,
1975,All Other Trade,All Other Trade,27.55,
1975,All Other Trade,All Other Trade,9.9,
1975,All Other Trade,All Other Trade,21.02,
1975,All Other Trade,All Other Trade,13.62,
1975,All Other Trade,All Other Trade,46.73,
1975,All Other Trade,All Other Trade,30.22,
1975,All Other Trade,All Other Trade,38.28,
1975,All Other Trade,All Other Trade,44.1,
1975,All Other Trade,All Other Trade,52.83,
1975,All Other Trade,All Other Trade,23,
1975,All Other Trade,All Other Trade,39.04796,
1975,All Other Trade,All Other Trade,21.38,
1975,All Other Trade,All Other Trade,26.6,
1975,All Other Trade,All Other Trade,48.80995,
1975,All Other Trade,All Other Trade,16.9,
1975,All Other Trade,All Other Trade,31.96573,
1975,All Other Trade,All Other Trade,14,
1975,All Other Trade,All Other Trade,18.4,
1975,All Other Trade,All Other Trade,19.5,
1975,All Other Trade,All Other Trade,19.6,
1975,All Other Trade,All Other Trade,24.63,
1975,All Other Trade,All Other Trade,14.57,
1975,All Other Trade,All Other Trade,35.27,
1975,All Other Trade,All Other Trade,42.58,
1975,All Other Trade,All Other Trade,24.27,
1975,All Other Trade,All Other Trade,13.24,
1975,All Other Trade,All Other Trade,31.58,
1975,All Other Trade,All Other Trade,15.2,
1975,All Other Trade,All Other Trade,52.9,
1975,All Other Trade,All Other Trade,52.23,
1975,All Other Trade,All Other Trade,22.75,
1975,All Other Trade,All Other Trade,22.3,
1975,All Other Trade,All Other Trade,23.6,
1975,All Other Trade,All Other Trade,7.18,
1975,All Other Trade,All Other Trade,49.5,
1975,All Other Trade,All Other Trade,23.87,
1975,All Other Trade,All Other Trade,39.6,
1975,All Other Trade,All Other Trade,11.9,
1975,All Other Trade,All Other Trade,51.57,
1975,All Other Trade,All Other Trade,20.99,
1975,All Other Trade,All Other Trade,20.9,
1975,All Other Trade,All Other Trade,3.63682,
1975,All Other Trade,All Other Trade,27,
1975,All Other Trade,All Other Trade,8.69,
1975,All Other Trade,All Other Trade,3.76,
1975,All Other Trade,All Other Trade,23.309,
1975,All Other Trade,All Other Trade,33.48,
1975,All Other Trade,All Other Trade,50.51,
1975,All Other Trade,All Other Trade,36.51,
1975,All Other Trade,All Other Trade,17.1,
1975,All Other Trade,All Other Trade,27.11,
1975,All Other Trade,All Other Trade,29.41,
1975,All Other Trade,All Other Trade,36.95,
1975,All Other Trade,All Other Trade,47.22,
1975,All Other Trade,All Other Trade,9.3,
1975,All Other Trade,All Other Trade,21,
1975,All Other Trade,All Other Trade,14.41,
1975,All Other Trade,All Other Trade,3.8,
1975,All Other Trade,All Other Trade,18.04,
1975,All Other Trade,All Other Trade,24.27,
1975,All Other Trade,All Other Trade,12.15,
1975,All Other Trade,All Other Trade,50.44,
1975,All Other Trade,All Other Trade,46,
1975,All Other Trade,All Other Trade,1.36,
1975,All Other Trade,All Other Trade,19.23686,
1975,All Other Trade,All Other Trade,17.8,
1975,All Other Trade,All Other Trade,0.96,
1975,All Other Trade,All Other Trade,46.72,
1975,All Other Trade,All Other Trade,37.22,
1975,All Other Trade,All Other Trade,23.08,
1975,All Other Trade,All Other Trade,28.79,
1975,All Other Trade,All Other Trade,42,
1975,All Other Trade,All Other Trade,28.42462,
1975,All Other Trade,All Other Trade,42.22,
1975,All Other Trade,All Other Trade,15.7,
1975,All Other Trade,All Other Trade,48.6,
1975,All Other Trade,All Other Trade,9.31,
1975,All Other Trade,All Other Trade,1,
1975,All Other Trade,All Other Trade,36.23,
1975,All Other Trade,All Other Trade,29.85768,
1975,All Other Trade,All Other Trade,39.76,
1975,All Other Trade,All Other Trade,15.04,
1975,All Other Trade,All Other Trade,0,
1975,All Other Trade,All Other Trade,15.99,
1975,All Other Trade,All Other Trade,45.02056,
1975,All Other Trade,All Other Trade,16.4,
1975,All Other Trade,All Other Trade,28.71173,
1975,All Other Trade,All Other Trade,17,
1975,All Other Trade,All Other Trade,19,
1975,All Other Trade,All Other Trade,16.65281,
1975,All Other Trade,All Other Trade,15.1,
1975,All Other Trade,All Other Trade,21.91662,
1975,All Other Trade,All Other Trade,0,
1975,All Other Trade,All Other Trade,16,
1975,All Other Trade,All Other Trade,4.02,
1975,All Other Trade,All Other Trade,29.21,
1975,All Other Trade,All Other Trade,46.8,
1975,All Other Trade,All Other Trade,9.2,
1975,All Other Trade,All Other Trade,30.7,
1975,All Other Trade,All Other Trade,31,
1975,All Other Trade,All Other Trade,23.34,
1975,All Other Trade,All Other Trade,0.2,
1975,All Other Trade,All Other Trade,26.54,
1975,All Other Trade,All Other Trade,6.61,
1975,All Other Trade,All Other Trade,38,
1975,All Other Trade,All Other Trade,46.35,
1975,All Other Trade,All Other Trade,10.43193,
1975,All Other Trade,All Other Trade,16.54,
1975,All Other Trade,All Other Trade,5.51,
1975,All Other Trade,All Other Trade,13.1,
1975,All Other Trade,All Other Trade,13.6,
1975,All Other Trade,All Other Trade,14.5,
1975,All Other Trade,All Other Trade,19.1,
1975,All Other Trade,All Other Trade,14.14,
1975,All Other Trade,All Other Trade,41,
1975,All Other Trade,All Other Trade,18.64,
1975,All Other Trade,All Other Trade,42.42,
1975,All Other Trade,All Other Trade,37.7,
1975,All Other Trade,All Other Trade,38.9,
1975,All Other Trade,All Other Trade,0.1,
1975,All Other Trade,All Other Trade,14.5,
1975,All Other Trade,All Other Trade,6.316582,
1975,All Other Trade,All Other Trade,40.45,
1975,All Other Trade,All Other Trade,27.46756,
1975,All Other Trade,All Other Trade,15,
1975,All Other Trade,All Other Trade,42.61,
1975,All Other Trade,All Other Trade,21,
1975,All Other Trade,All Other Trade,45.07,
1975,All Other Trade,All Other Trade,19.97,
1975,All Other Trade,All Other Trade,28.95,
1975,All Other Trade,All Other Trade,2,
1975,All Other Trade,All Other Trade,0.25,
1975,All Other Trade,All Other Trade,44.43,
1975,All Other Trade,All Other Trade,23.34,
1975,All Other Trade,All Other Trade,43.99,
1975,All Other Trade,All Other Trade,0.72,
1975,All Other Trade,All Other Trade,21.65,
1975,All Other Trade,All Other Trade,4.53,
1975,All Other Trade,All Other Trade,0.58,
1975,All Other Trade,All Other Trade,14,
1975,All Other Trade,All Other Trade,41.79,
1975,All Other Trade,All Other Trade,27.31,
1975,All Other Trade,All Other Trade,22.5,
1975,All Other Trade,All Other Trade,7.7,
1975,All Other Trade,All Other Trade,13.6,
1975,All Other Trade,All Other Trade,43.1,
1975,All Other Trade,All Other Trade,24.53,
1975,All Other Trade,All Other Trade,42.68,
1975,All Other Trade,All Other Trade,14.91,
1975,All Other Trade,All Other Trade,0,
1975,All Other Trade,All Other Trade,10.1,
1975,All Other Trade,All Other Trade,3.1,
1975,All Other Trade,All Other Trade,15.04,
1975,All Other Trade,All Other Trade,0,
1975,All Other Trade,All Other Trade,11.19,
1975,All Other Trade,All Other Trade,5.3,
1975,All Other Trade,All Other Trade,31,
1975,All Other Trade,All Other Trade,0,
1975,All Other Trade,All Other Trade,29.79,
1975,All Other Trade,All Other Trade,4.39,
1975,All Other Trade,All Other Trade,6.5,
1975,All Other Trade,All Other Trade,14.9,
1975,All Other Trade,All Other Trade,3.74,
1975,All Other Trade,All Other Trade,28.3,
1975,All Other Trade,All Other Trade,37.79,
1975,All Other Trade,All Other Trade,0,
1975,All Other Trade,All Other Trade,1.3,
1975,All Other Trade,All Other Trade,12.4,
1975,All Other Trade,All Other Trade,3.7,
1975,All Other Trade,All Other Trade,15.60004,
1975,All Other Trade,All Other Trade,29.09456,
1975,All Other Trade,All Other Trade,40.59,
1975,All Other Trade,All Other Trade,4.89,
1975,All Other Trade,All Other Trade,38.7,
1975,All Other Trade,All Other Trade,24.26,
1975,All Other Trade,All Other Trade,29.6,
1975,All Other Trade,All Other Trade,19.4,
1975,All Other Trade,All Other Trade,26.1,
1975,All Other Trade,All Other Trade,8.5,
1975,All Other Trade,All Other Trade,39,
1975,All Other Trade,All Other Trade,18.37,
1975,All Other Trade,All Other Trade,9.8,
1975,All Other Trade,All Other Trade,21,
1975,All Other Trade,All Other Trade,14.55,
1975,All Other Trade,All Other Trade,4.8,
1975,All Other Trade,All Other Trade,19.6,
1975,All Other Trade,All Other Trade,0.01,
1975,All Other Trade,All Other Trade,0.1,
1975,All Other Trade,All Other Trade,21.02,
1975,All Other Trade,All Other Trade,16.76,
1975,All Other Trade,All Other Trade,0,
1975,All Other Trade,All Other Trade,31.03,
1975,All Other Trade,All Other Trade,33.96,
1975,All Other Trade,All Other Trade,20.3,
1975,All Other Trade,All Other Trade,29.08,
1975,All Other Trade,All Other Trade,3.03,
1975,All Other Trade,All Other Trade,14.23,
1975,All Other Trade,All Other Trade,16,
1975,All Other Trade,All Other Trade,0,
1975,All Other Trade,All Other Trade,33.18,
1975,All Other Trade,All Other Trade,37.2,
1975,All Other Trade,All Other Trade,23.45,
1975,All Other Trade,All Other Trade,15.1,
1975,All Other Trade,All Other Trade,16.5,
1975,All Other Trade,All Other Trade,8.63,
1975,All Other Trade,All Other Trade,36.25,
1975,All Other Trade,All Other Trade,23.6,
1975,All Other Trade,All Other Trade,10.45,
1975,All Other Trade,All Other Trade,30.1,
1975,All Other Trade,All Other Trade,3.6,
1975,All Other Trade,All Other Trade,6.4,
1975,All Other Trade,All Other Trade,32.77,
1975,All Other Trade,All Other Trade,37,
1975,All Other Trade,All Other Trade,24.3,
1975,All Other Trade,All Other Trade,3.29,
1975,All Other Trade,All Other Trade,7.828733,
1975,All Other Trade,All Other Trade,26.62,
1975,All Other Trade,All Other Trade,21.51,
1975,All Other Trade,All Other Trade,11.7,
1975,All Other Trade,All Other Trade,23.99,
1975,All Other Trade,All Other Trade,30.43444,
1975,All Other Trade,All Other Trade,2.27,
1975,All Other Trade,All Other Trade,11.03,
1975,All Other Trade,All Other Trade,8.1,
1975,All Other Trade,All Other Trade,34.59,
1975,All Other Trade,All Other Trade,21.69,
1975,All Other Trade,All Other Trade,9.19,
1975,All Other Trade,All Other Trade,9.6,
1975,All Other Trade,All Other Trade,30.11,
1975,All Other Trade,All Other Trade,26.96,
1975,All Other Trade,All Other Trade,16.35,
1975,All Other Trade,All Other Trade,0,
1975,All Other Trade,All Other Trade,13.3,
1975,All Other Trade,All Other Trade,14.85,
1975,All Other Trade,All Other Trade,22.27,
1975,All Other Trade,All Other Trade,4.2,
1975,All Other Trade,All Other Trade,24.45,
1975,All Other Trade,All Other Trade,36.44,
1975,All Other Trade,All Other Trade,21.9,
1975,All Other Trade,All Other Trade,21.82,
1975,All Other Trade,All Other Trade,20,
1975,All Other Trade,All Other Trade,13.2,
1975,All Other Trade,All Other Trade,9.58,
1975,All Other Trade,All Other Trade,12.49,
1975,All Other Trade,All Other Trade,19.87,
1975,All Other Trade,All Other Trade,0.41,
1975,All Other Trade,All Other Trade,12.51,
1975,All Other Trade,All Other Trade,4,
1975,All Other Trade,All Other Trade,19.2,
1975,All Other Trade,All Other Trade,20.2,
1975,All Other Trade,All Other Trade,14,
1975,All Other Trade,All Other Trade,14.29,
1975,All Other Trade,All Other Trade,7.27,
1975,All Other Trade,All Other Trade,22.9,
1975,All Other Trade,All Other Trade,28.2,
1975,All Other Trade,All Other Trade,19.37,
1975,All Other Trade,All Other Trade,8.1,
1975,All Other Trade,All Other Trade,15.25,
1975,All Other Trade,All Other Trade,16.9,
1975,All Other Trade,All Other Trade,15.82,
1975,All Other Trade,All Other Trade,30,
1975,All Other Trade,All Other Trade,29.12,
1975,All Other Trade,All Other Trade,27.21,
1975,All Other Trade,All Other Trade,7.37,
1975,All Other Trade,All Other Trade,7.06,
1975,All Other Trade,All Other Trade,22,
1975,All Other Trade,All Other Trade,3.14,
1975,All Other Trade,All Other Trade,18,
1975,All Other Trade,All Other Trade,34.78,
1975,All Other Trade,All Other Trade,6.7,
1975,All Other Trade,All Other Trade,7.06,
1975,All Other Trade,All Other Trade,1.7,
1975,All Other Trade,All Other Trade,34.15,
1975,All Other Trade,All Other Trade,15.5,
1975,All Other Trade,All Other Trade,12,
1975,All Other Trade,All Other Trade,0,
1975,All Other Trade,All Other Trade,11.5804,
1975,All Other Trade,All Other Trade,18.9,
1975,All Other Trade,All Other Trade,34,
1975,All Other Trade,All Other Trade,28.17,
1975,All Other Trade,All Other Trade,13.9,
1975,All Other Trade,All Other Trade,22.35,
1975,All Other Trade,All Other Trade,18.7,
1975,All Other Trade,All Other Trade,0.38,
1975,All Other Trade,All Other Trade,34,
1975,All Other Trade,All Other Trade,1.71,
1975,All Other Trade,All Other Trade,7.5,
1975,All Other Trade,All Other Trade,9.2,
1975,All Other Trade,All Other Trade,1.2,
1975,All Other Trade,All Other Trade,6.02,
1975,All Other Trade,All Other Trade,8.6,
1975,All Other Trade,All Other Trade,0.07,
1975,All Other Trade,All Other Trade,30.7,
1975,All Other Trade,All Other Trade,10.4,
1975,All Other Trade,All Other Trade,1.9,
1975,All Other Trade,All Other Trade,7.37,
1975,All Other Trade,All Other Trade,0.27,
1975,All Other Trade,All Other Trade,22.1,
1975,All Other Trade,All Other Trade,6.87,
1975,All Other Trade,All Other Trade,31.6,
1975,All Other Trade,All Other Trade,33.18,
1975,All Other Trade,All Other Trade,14.73,
1975,All Other Trade,All Other Trade,15.9,
1975,All Other Trade,All Other Trade,14.2,
1975,All Other Trade,All Other Trade,26.56,
1975,All Other Trade,All Other Trade,20,
1975,All Other Trade,All Other Trade,9.38,
1975,All Other Trade,All Other Trade,27.37185,
1975,All Other Trade,All Other Trade,0,
1975,All Other Trade,All Other Trade,1.7,
1975,All Other Trade,All Other Trade,2.8,
1975,All Other Trade,All Other Trade,20.71,
1975,All Other Trade,All Other Trade,32.68,
1975,All Other Trade,All Other Trade,32.62,
1975,All Other Trade,All Other Trade,17.8,
1975,All Other Trade,All Other Trade,30.4,
1975,All Other Trade,All Other Trade,8.5,
1975,All Other Trade,All Other Trade,0,
1975,All Other Trade,All Other Trade,1.01,
1975,All Other Trade,All Other Trade,11,
1975,All Other Trade,All Other Trade,0.15,
1975,All Other Trade,All Other Trade,18.66263,
1975,All Other Trade,All Other Trade,5.3,
1975,All Other Trade,All Other Trade,14.28,
1975,All Other Trade,All Other Trade,29.83,
1975,All Other Trade,All Other Trade,15.6,
1975,All Other Trade,All Other Trade,3,
1975,All Other Trade,All Other Trade,0.02,
1975,All Other Trade,All Other Trade,20.07,
1975,All Other Trade,All Other Trade,13.54,
1975,All Other Trade,All Other Trade,26,
1975,All Other Trade,All Other Trade,2,
1975,All Other Trade,All Other Trade,0,
1975,All Other Trade,All Other Trade,9.2,
1975,All Other Trade,All Other Trade,14.22,
1975,All Other Trade,All Other Trade,27.91,
1975,All Other Trade,All Other Trade,1.18,
1975,All Other Trade,All Other Trade,16.1,
1975,All Other Trade,All Other Trade,9,
1975,All Other Trade,All Other Trade,30.54,
1975,All Other Trade,All Other Trade,7.47,
1975,All Other Trade,All Other Trade,0.11,
1975,All Other Trade,All Other Trade,20.1,
1975,All Other Trade,All Other Trade,13.45,
1975,All Other Trade,All Other Trade,8.3,
1975,All Other Trade,All Other Trade,29.64,
1975,All Other Trade,All Other Trade,14.5,
1975,All Other Trade,All Other Trade,1.68,
1975,All Other Trade,All Other Trade,24.78,
1975,All Other Trade,All Other Trade,10.1,
1975,All Other Trade,All Other Trade,16.1,
1975,All Other Trade,All Other Trade,20.47911,
1975,All Other Trade,All Other Trade,30.53,
1975,All Other Trade,All Other Trade,29.7,
1975,All Other Trade,All Other Trade,1.8,
1975,All Other Trade,All Other Trade,16.09,
1975,All Other Trade,All Other Trade,24.91,
1975,All Other Trade,All Other Trade,30.94,
1975,All Other Trade,All Other Trade,16.6,
1975,All Other Trade,All Other Trade,27.2,
1975,All Other Trade,All Other Trade,18.4,
1975,All Other Trade,All Other Trade,11.43,
1975,All Other Trade,All Other Trade,18.5,
1975,All Other Trade,All Other Trade,4,
1975,All Other Trade,All Other Trade,28.12,
1975,All Other Trade,All Other Trade,0.8,
1975,All Other Trade,All Other Trade,0.78,
1975,All Other Trade,All Other Trade,7.3,
1975,All Other Trade,All Other Trade,18.8,
1975,All Other Trade,All Other Trade,14.56,
1975,All Other Trade,All Other Trade,25.03,
1975,All Other Trade,All Other Trade,18,
1975,All Other Trade,All Other Trade,14.87,
1975,All Other Trade,All Other Trade,23.4,
1975,All Other Trade,All Other Trade,23,
1975,All Other Trade,All Other Trade,18.97,
1975,All Other Trade,All Other Trade,5.93,
1975,All Other Trade,All Other Trade,8.3,
1975,All Other Trade,All Other Trade,9.5,
1975,All Other Trade,All Other Trade,7.12,
1975,All Other Trade,All Other Trade,12.0015,
1975,All Other Trade,All Other Trade,21.1,
1975,All Other Trade,All Other Trade,11.1,
1975,All Other Trade,All Other Trade,22.28,
1975,All Other Trade,All Other Trade,12.63316,
1975,All Other Trade,All Other Trade,0.3,
1975,All Other Trade,All Other Trade,24.76,
1975,All Other Trade,All Other Trade,12.59,
1975,All Other Trade,All Other Trade,29.24,
1975,All Other Trade,All Other Trade,17.46,
1975,All Other Trade,All Other Trade,13.57,
1975,All Other Trade,All Other Trade,15.5,
1975,All Other Trade,All Other Trade,17.32,
1975,All Other Trade,All Other Trade,11.87,
1975,All Other Trade,All Other Trade,12.2,
1975,All Other Trade,All Other Trade,0,
1975,All Other Trade,All Other Trade,12,
1975,All Other Trade,All Other Trade,2.41,
1975,All Other Trade,All Other Trade,10.2,
1975,All Other Trade,All Other Trade,4.18,
1975,All Other Trade,All Other Trade,0.78,
1975,All Other Trade,All Other Trade,9.23,
1975,All Other Trade,All Other Trade,7.27364,
1975,All Other Trade,All Other Trade,28.52,
1975,All Other Trade,All Other Trade,13.6,
1975,All Other Trade,All Other Trade,7.2,
1975,All Other Trade,All Other Trade,14.98,
1975,All Other Trade,All Other Trade,13.78,
1975,All Other Trade,All Other Trade,27.8,
1975,All Other Trade,All Other Trade,13.2,
1975,All Other Trade,All Other Trade,0.09,
1975,All Other Trade,All Other Trade,8.67,
1975,All Other Trade,All Other Trade,0,
1975,All Other Trade,All Other Trade,2.7,
1975,All Other Trade,All Other Trade,28.08,
1975,All Other Trade,All Other Trade,12.88265,
1975,All Other Trade,All Other Trade,6.6,
1975,All Other Trade,All Other Trade,6.1,
1975,All Other Trade,All Other Trade,0,
1975,All Other Trade,All Other Trade,15.52,
1975,All Other Trade,All Other Trade,10,
1975,All Other Trade,All Other Trade,14.21,
1975,All Other Trade,All Other Trade,27.36,
1975,All Other Trade,All Other Trade,16.18,
1975,All Other Trade,All Other Trade,27.83,
1975,All Other Trade,All Other Trade,16.5,
1975,All Other Trade,All Other Trade,24.6,
1975,All Other Trade,All Other Trade,18,
1975,All Other Trade,All Other Trade,22.29,
1975,All Other Trade,All Other Trade,13.89,
1975,All Other Trade,All Other Trade,12.7,
1975,All Other Trade,All Other Trade,8.7,
1975,All Other Trade,All Other Trade,11.05,
1975,All Other Trade,All Other Trade,8.26,
1975,All Other Trade,All Other Trade,7.8,
1975,All Other Trade,All Other Trade,5.550936,
1975,All Other Trade,All Other Trade,8.4,
1975,All Other Trade,All Other Trade,26.49,
1975,All Other Trade,All Other Trade,5.6,
1975,All Other Trade,All Other Trade,7,
1975,All Other Trade,All Other Trade,18.73,
1975,All Other Trade,All Other Trade,26.65,
1975,All Other Trade,All Other Trade,16.11,
1975,All Other Trade,All Other Trade,9.13,
1975,All Other Trade,All Other Trade,18.74,
1975,All Other Trade,All Other Trade,15.39,
1975,All Other Trade,All Other Trade,15.99,
1975,All Other Trade,All Other Trade,23.6,
1975,All Other Trade,All Other Trade,14.52,
1975,All Other Trade,All Other Trade,5.18,
1975,All Other Trade,All Other Trade,2.88,
1975,All Other Trade,All Other Trade,20.08,
1975,All Other Trade,All Other Trade,2.3,
1975,All Other Trade,All Other Trade,13.41,
1975,All Other Trade,All Other Trade,0.37,
1975,All Other Trade,All Other Trade,16.98,
1975,All Other Trade,All Other Trade,24.86,
1975,All Other Trade,All Other Trade,13.2,
1975,All Other Trade,All Other Trade,11.78333,
1975,All Other Trade,All Other Trade,3.9,
1975,All Other Trade,All Other Trade,13.6,
1975,All Other Trade,All Other Trade,2.4,
1975,All Other Trade,All Other Trade,4,
1975,All Other Trade,All Other Trade,1.69,
1975,All Other Trade,All Other Trade,23,
1975,All Other Trade,All Other Trade,23.71,
1975,All Other Trade,All Other Trade,13.49,
1975,All Other Trade,All Other Trade,12,
1975,All Other Trade,All Other Trade,23,
1975,All Other Trade,All Other Trade,7.1,
1975,All Other Trade,All Other Trade,18,
1975,All Other Trade,All Other Trade,17.67,
1975,All Other Trade,All Other Trade,25.06,
1975,All Other Trade,All Other Trade,8.59,
1975,All Other Trade,All Other Trade,6.3,
1975,All Other Trade,All Other Trade,23.52,
1975,All Other Trade,All Other Trade,0.72,
1975,All Other Trade,All Other Trade,9.8,
1975,All Other Trade,All Other Trade,8.37,
1975,All Other Trade,All Other Trade,2.13,
1975,All Other Trade,All Other Trade,22.43,
1975,All Other Trade,All Other Trade,11.57,
1975,All Other Trade,All Other Trade,0,
1975,All Other Trade,All Other Trade,18.98043,
1975,All Other Trade,All Other Trade,24.64,
1975,All Other Trade,All Other Trade,13.07,
1975,All Other Trade,All Other Trade,18.05288,
1975,All Other Trade,All Other Trade,13.63,
1975,All Other Trade,All Other Trade,0.4,
1975,All Other Trade,All Other Trade,0.8,
1975,All Other Trade,All Other Trade,17.66,
1975,All Other Trade,All Other Trade,24.8,
1975,All Other Trade,All Other Trade,13.57,
1975,All Other Trade,All Other Trade,12.94,
1975,All Other Trade,All Other Trade,9.9,
1975,All Other Trade,All Other Trade,1.98,
1975,All Other Trade,All Other Trade,0,
1975,All Other Trade,All Other Trade,11.4,
1975,All Other Trade,All Other Trade,9.7,
1975,All Other Trade,All Other Trade,18.1841,
1975,All Other Trade,All Other Trade,4.8,
1975,All Other Trade,All Other Trade,17.09,
