year,importer1,importer2,flow1,flow2
2006,South Maalhosmadulu (B),Faadhippolhu (Lh),33,57
2006,South Maalhosmadulu (B),Male' Atoll (K),11,185
2006,South Maalhosmadulu (B),North Ari Atoll (AA),15,48
2006,South Maalhosmadulu (B),South Ari Atoll (ADh),23,76
2006,South Maalhosmadulu (B),Felidhu Atoll (V),10,10
2006,South Maalhosmadulu (B),Mulakatholhu (M),19,7
2006,South Maalhosmadulu (B),North Nilandhe Atoll (F),6,4
2006,South Maalhosmadulu (B),South Nilandhe Atoll (Dh),5,3
2006,South Maalhosmadulu (B),Kolhumadulu (Th),11,7
2006,South Maalhosmadulu (B),Hadhdhunmathi (L),13,27
2006,South Maalhosmadulu (B),North Huvadhu Atoll (GA),18,1
2006,South Maalhosmadulu (B),South Huvadhu Atoll (GDh),49,9
2006,South Maalhosmadulu (B),Gnaviyani (Gn),49,4
2006,South Maalhosmadulu (B),Addu (S),90,20
2006,Faadhippolhu (Lh),Male' Atoll (K),26,259
2006,Faadhippolhu (Lh),North Ari Atoll (AA),4,28
2006,Faadhippolhu (Lh),South Ari Atoll (ADh),4,38
2006,Faadhippolhu (Lh),Felidhu Atoll (V),4,2
2006,Faadhippolhu (Lh),Mulakatholhu (M),2,8
2006,Faadhippolhu (Lh),North Nilandhe Atoll (F),5,5
2006,Faadhippolhu (Lh),South Nilandhe Atoll (Dh),2,9
2006,Faadhippolhu (Lh),Kolhumadulu (Th),14,17
2006,Faadhippolhu (Lh),Hadhdhunmathi (L),22,22
2006,Faadhippolhu (Lh),North Huvadhu Atoll (GA),8,24
2006,Faadhippolhu (Lh),South Huvadhu Atoll (GDh),32,21
2006,Faadhippolhu (Lh),Gnaviyani (Gn),8,11
2006,Faadhippolhu (Lh),Addu (S),57,27
2006,Male' Atoll (K),North Ari Atoll (AA),70,23
2006,Male' Atoll (K),South Ari Atoll (ADh),68,17
2006,Male' Atoll (K),Felidhu Atoll (V),39,4
2006,Male' Atoll (K),Mulakatholhu (M),127,14
2006,Male' Atoll (K),North Nilandhe Atoll (F),46,8
2006,Male' Atoll (K),South Nilandhe Atoll (Dh),320,16
2006,Male' Atoll (K),Kolhumadulu (Th),189,11
2006,Male' Atoll (K),Hadhdhunmathi (L),195,10
2006,Male' Atoll (K),North Huvadhu Atoll (GA),165,15
2006,Male' Atoll (K),South Huvadhu Atoll (GDh),322,11
2006,Male' Atoll (K),Gnaviyani (Gn),404,10
2006,Male' Atoll (K),Addu (S),1611,18
2006,North Ari Atoll (AA),South Ari Atoll (ADh),107,121
2006,North Ari Atoll (AA),Felidhu Atoll (V),10,12
2006,North Ari Atoll (AA),Mulakatholhu (M),8,8
2006,North Ari Atoll (AA),North Nilandhe Atoll (F),8,1
2006,North Ari Atoll (AA),South Nilandhe Atoll (Dh),10,2
2006,North Ari Atoll (AA),Kolhumadulu (Th),6,2
2006,North Ari Atoll (AA),Hadhdhunmathi (L),16,5
2006,North Ari Atoll (AA),North Huvadhu Atoll (GA),7,0
2006,North Ari Atoll (AA),South Huvadhu Atoll (GDh),41,0
2006,North Ari Atoll (AA),Gnaviyani (Gn),88,1
2006,North Ari Atoll (AA),Addu (S),155,18
2006,South Ari Atoll (ADh),Felidhu Atoll (V),21,13
2006,South Ari Atoll (ADh),Mulakatholhu (M),152,11
2006,South Ari Atoll (ADh),North Nilandhe Atoll (F),6,2
2006,South Ari Atoll (ADh),South Nilandhe Atoll (Dh),78,6
2006,South Ari Atoll (ADh),Kolhumadulu (Th),28,8
2006,South Ari Atoll (ADh),Hadhdhunmathi (L),29,10
2006,South Ari Atoll (ADh),North Huvadhu Atoll (GA),22,7
2006,South Ari Atoll (ADh),South Huvadhu Atoll (GDh),50,3
2006,South Ari Atoll (ADh),Gnaviyani (Gn),92,7
2006,South Ari Atoll (ADh),Addu (S),320,5
2006,Felidhu Atoll (V),Mulakatholhu (M),14,39
2006,Felidhu Atoll (V),North Nilandhe Atoll (F),12,4
2006,Felidhu Atoll (V),South Nilandhe Atoll (Dh),5,4
2006,Felidhu Atoll (V),Kolhumadulu (Th),5,5
2006,Felidhu Atoll (V),Hadhdhunmathi (L),6,6
2006,Felidhu Atoll (V),North Huvadhu Atoll (GA),4,1
2006,Felidhu Atoll (V),South Huvadhu Atoll (GDh),6,2
2006,Felidhu Atoll (V),Gnaviyani (Gn),6,0
2006,Felidhu Atoll (V),Addu (S),12,4
2006,Mulakatholhu (M),North Nilandhe Atoll (F),10,18
2006,Mulakatholhu (M),South Nilandhe Atoll (Dh),24,28
2006,Mulakatholhu (M),Kolhumadulu (Th),21,27
2006,Mulakatholhu (M),Hadhdhunmathi (L),40,19
2006,Mulakatholhu (M),North Huvadhu Atoll (GA),8,6
2006,Mulakatholhu (M),South Huvadhu Atoll (GDh),8,4
2006,Mulakatholhu (M),Gnaviyani (Gn),5,8
2006,Mulakatholhu (M),Addu (S),20,17
2006,North Nilandhe Atoll (F),South Nilandhe Atoll (Dh),11,39
2006,North Nilandhe Atoll (F),Kolhumadulu (Th),15,4
2006,North Nilandhe Atoll (F),Hadhdhunmathi (L),13,12
2006,North Nilandhe Atoll (F),North Huvadhu Atoll (GA),4,3
2006,North Nilandhe Atoll (F),South Huvadhu Atoll (GDh),37,6
2006,North Nilandhe Atoll (F),Gnaviyani (Gn),3,0
2006,North Nilandhe Atoll (F),Addu (S),29,10
2006,South Nilandhe Atoll (Dh),Kolhumadulu (Th),37,12
2006,South Nilandhe Atoll (Dh),Hadhdhunmathi (L),16,12
2006,South Nilandhe Atoll (Dh),North Huvadhu Atoll (GA),8,5
2006,South Nilandhe Atoll (Dh),South Huvadhu Atoll (GDh),37,7
2006,South Nilandhe Atoll (Dh),Gnaviyani (Gn),16,0
2006,South Nilandhe Atoll (Dh),Addu (S),67,12
2006,Kolhumadulu (Th),Hadhdhunmathi (L),39,78
2006,Kolhumadulu (Th),North Huvadhu Atoll (GA),7,9
2006,Kolhumadulu (Th),South Huvadhu Atoll (GDh),21,9
2006,Kolhumadulu (Th),Gnaviyani (Gn),14,2
2006,Kolhumadulu (Th),Addu (S),11,24
2006,Hadhdhunmathi (L),North Huvadhu Atoll (GA),23,44
2006,Hadhdhunmathi (L),South Huvadhu Atoll (GDh),30,19
2006,Hadhdhunmathi (L),Gnaviyani (Gn),26,5
2006,Hadhdhunmathi (L),Addu (S),38,32
2006,North Huvadhu Atoll (GA),South Huvadhu Atoll (GDh),193,174
2006,North Huvadhu Atoll (GA),Gnaviyani (Gn),23,51
2006,North Huvadhu Atoll (GA),Addu (S),47,126
2006,South Huvadhu Atoll (GDh),Gnaviyani (Gn),25,87
2006,South Huvadhu Atoll (GDh),Addu (S),60,168
2006,Gnaviyani (Gn),Addu (S),74,75
2014,Male' ,North Thiladhunmathi (HA),6015,160
2014,Male' ,South Thiladhunmathi (HDh),4830,237
2014,Male' ,North Miladhunmadulu (Sh),3368,107
2014,Male' ,South Miladhunmadulu (N),3709,137
2014,Male' ,North Maalhosmadulu (R),5162,152
2014,Male' ,South Maalhosmadulu (B),3873,164
2014,Male' ,Faadhippolhu (Lh),3393,121
2014,Male' ,Male' Atoll (K),2273,908
2014,Male' ,North Ari Atoll (AA),1587,122
2014,Male' ,South Ari Atoll (ADh),1929,213
2014,Male' ,Felidhu Atoll (V),803,44
2014,Male' ,Mulakatholhu (M),2010,90
2014,Male' ,North Nilandhe Atoll (F),1157,41
2014,Male' ,South Nilandhe Atoll (Dh),1783,109
2014,Male' ,Kolhumadulu (Th),5355,152
2014,Male' ,Hadhdhunmathi (L),3352,152
2014,Male' ,North Huvadhu Atoll (GA),4588,108
2014,Male' ,South Huvadhu Atoll (GDh),6968,165
2014,Male' ,Gnaviyani (Gn),2412,102
2014,Male' ,Addu (S),8435,310
2014,North Thiladhunmathi (HA),South Thiladhunmathi (HDh),205,229
2014,North Thiladhunmathi (HA),North Miladhunmadulu (Sh),44,31
2014,North Thiladhunmathi (HA),South Miladhunmadulu (N),54,84
2014,North Thiladhunmathi (HA),North Maalhosmadulu (R),45,68
2014,North Thiladhunmathi (HA),South Maalhosmadulu (B),21,76
2014,North Thiladhunmathi (HA),Faadhippolhu (Lh),27,89
2014,North Thiladhunmathi (HA),Male' Atoll (K),29,708
2014,North Thiladhunmathi (HA),North Ari Atoll (AA),6,116
2014,North Thiladhunmathi (HA),South Ari Atoll (ADh),19,206
2014,North Thiladhunmathi (HA),Felidhu Atoll (V),8,8
2014,North Thiladhunmathi (HA),Mulakatholhu (M),5,33
2014,North Thiladhunmathi (HA),North Nilandhe Atoll (F),7,12
2014,North Thiladhunmathi (HA),South Nilandhe Atoll (Dh),18,77
2014,North Thiladhunmathi (HA),Kolhumadulu (Th),24,30
2014,North Thiladhunmathi (HA),Hadhdhunmathi (L),24,27
2014,North Thiladhunmathi (HA),North Huvadhu Atoll (GA),15,32
2014,North Thiladhunmathi (HA),South Huvadhu Atoll (GDh),23,28
2014,North Thiladhunmathi (HA),Gnaviyani (Gn),28,10
2014,North Thiladhunmathi (HA),Addu (S),42,48
2014,South Thiladhunmathi (HDh),North Miladhunmadulu (Sh),169,100
2014,South Thiladhunmathi (HDh),South Miladhunmadulu (N),66,79
2014,South Thiladhunmathi (HDh),North Maalhosmadulu (R),85,54
2014,South Thiladhunmathi (HDh),South Maalhosmadulu (B),35,94
2014,South Thiladhunmathi (HDh),Faadhippolhu (Lh),37,99
2014,South Thiladhunmathi (HDh),Male' Atoll (K),27,928
2014,South Thiladhunmathi (HDh),North Ari Atoll (AA),8,209
2014,South Thiladhunmathi (HDh),South Ari Atoll (ADh),27,194
2014,South Thiladhunmathi (HDh),Felidhu Atoll (V),4,18
2014,South Thiladhunmathi (HDh),Mulakatholhu (M),17,37
2014,South Thiladhunmathi (HDh),North Nilandhe Atoll (F),8,7
2014,South Thiladhunmathi (HDh),South Nilandhe Atoll (Dh),21,62
2014,South Thiladhunmathi (HDh),Kolhumadulu (Th),31,27
2014,South Thiladhunmathi (HDh),Hadhdhunmathi (L),24,40
2014,South Thiladhunmathi (HDh),North Huvadhu Atoll (GA),11,41
2014,South Thiladhunmathi (HDh),South Huvadhu Atoll (GDh),40,41
2014,South Thiladhunmathi (HDh),Gnaviyani (Gn),19,30
2014,South Thiladhunmathi (HDh),Addu (S),46,45
2014,North Miladhunmadulu (Sh),South Miladhunmadulu (N),54,104
2014,North Miladhunmadulu (Sh),North Maalhosmadulu (R),134,65
2014,North Miladhunmadulu (Sh),South Maalhosmadulu (B),30,129
2014,North Miladhunmadulu (Sh),Faadhippolhu (Lh),38,98
2014,North Miladhunmadulu (Sh),Male' Atoll (K),18,417
2014,North Miladhunmadulu (Sh),North Ari Atoll (AA),10,78
2014,North Miladhunmadulu (Sh),South Ari Atoll (ADh),13,137
2014,North Miladhunmadulu (Sh),Felidhu Atoll (V),1,14
2014,North Miladhunmadulu (Sh),Mulakatholhu (M),5,13
2014,North Miladhunmadulu (Sh),North Nilandhe Atoll (F),5,4
2014,North Miladhunmadulu (Sh),South Nilandhe Atoll (Dh),6,47
2014,North Miladhunmadulu (Sh),Kolhumadulu (Th),17,15
2014,North Miladhunmadulu (Sh),Hadhdhunmathi (L),18,27
2014,North Miladhunmadulu (Sh),North Huvadhu Atoll (GA),12,25
2014,North Miladhunmadulu (Sh),South Huvadhu Atoll (GDh),24,9
2014,North Miladhunmadulu (Sh),Gnaviyani (Gn),8,13
2014,North Miladhunmadulu (Sh),Addu (S),19,28
2014,South Miladhunmadulu (N),North Maalhosmadulu (R),89,75
2014,South Miladhunmadulu (N),South Maalhosmadulu (B),34,80
2014,South Miladhunmadulu (N),Faadhippolhu (Lh),126,319
2014,South Miladhunmadulu (N),Male' Atoll (K),28,416
2014,South Miladhunmadulu (N),North Ari Atoll (AA),15,46
2014,South Miladhunmadulu (N),South Ari Atoll (ADh),12,136
2014,South Miladhunmadulu (N),Felidhu Atoll (V),10,10
2014,South Miladhunmadulu (N),Mulakatholhu (M),29,18
2014,South Miladhunmadulu (N),North Nilandhe Atoll (F),4,1
2014,South Miladhunmadulu (N),South Nilandhe Atoll (Dh),7,36
2014,South Miladhunmadulu (N),Kolhumadulu (Th),31,21
2014,South Miladhunmadulu (N),Hadhdhunmathi (L),35,34
2014,South Miladhunmadulu (N),North Huvadhu Atoll (GA),18,21
2014,South Miladhunmadulu (N),South Huvadhu Atoll (GDh),42,21
2014,South Miladhunmadulu (N),Gnaviyani (Gn),50,8
2014,South Miladhunmadulu (N),Addu (S),99,23
2014,North Maalhosmadulu (R),South Maalhosmadulu (B),54,219
2014,North Maalhosmadulu (R),Faadhippolhu (Lh),58,161
2014,North Maalhosmadulu (R),Male' Atoll (K),31,441
2014,North Maalhosmadulu (R),North Ari Atoll (AA),12,76
2014,North Maalhosmadulu (R),South Ari Atoll (ADh),12,109
2014,North Maalhosmadulu (R),Felidhu Atoll (V),7,18
2014,North Maalhosmadulu (R),Mulakatholhu (M),17,19
2014,North Maalhosmadulu (R),North Nilandhe Atoll (F),6,12
2014,North Maalhosmadulu (R),South Nilandhe Atoll (Dh),4,49
2014,North Maalhosmadulu (R),Kolhumadulu (Th),27,35
2014,North Maalhosmadulu (R),Hadhdhunmathi (L),16,21
2014,North Maalhosmadulu (R),North Huvadhu Atoll (GA),19,35
2014,North Maalhosmadulu (R),South Huvadhu Atoll (GDh),34,13
2014,North Maalhosmadulu (R),Gnaviyani (Gn),13,16
2014,North Maalhosmadulu (R),Addu (S),54,36
2014,South Maalhosmadulu (B),Faadhippolhu (Lh),77,42
2014,South Maalhosmadulu (B),Male' Atoll (K),46,275
2014,South Maalhosmadulu (B),North Ari Atoll (AA),20,70
2014,South Maalhosmadulu (B),South Ari Atoll (ADh),21,99
2014,South Maalhosmadulu (B),Felidhu Atoll (V),14,5
2014,South Maalhosmadulu (B),Mulakatholhu (M),14,15
2014,South Maalhosmadulu (B),North Nilandhe Atoll (F),9,23
2014,South Maalhosmadulu (B),South Nilandhe Atoll (Dh),8,26
2014,South Maalhosmadulu (B),Kolhumadulu (Th),32,13
2014,South Maalhosmadulu (B),Hadhdhunmathi (L),49,17
2014,South Maalhosmadulu (B),North Huvadhu Atoll (GA),33,18
2014,South Maalhosmadulu (B),South Huvadhu Atoll (GDh),69,26
2014,South Maalhosmadulu (B),Gnaviyani (Gn),76,13
2014,South Maalhosmadulu (B),Addu (S),152,28
2014,Faadhippolhu (Lh),Male' Atoll (K),66,356
2014,Faadhippolhu (Lh),North Ari Atoll (AA),24,47
2014,Faadhippolhu (Lh),South Ari Atoll (ADh),9,100
2014,Faadhippolhu (Lh),Felidhu Atoll (V),2,11
2014,Faadhippolhu (Lh),Mulakatholhu (M),12,14
2014,Faadhippolhu (Lh),North Nilandhe Atoll (F),6,9
2014,Faadhippolhu (Lh),South Nilandhe Atoll (Dh),3,20
2014,Faadhippolhu (Lh),Kolhumadulu (Th),24,20
2014,Faadhippolhu (Lh),Hadhdhunmathi (L),27,23
2014,Faadhippolhu (Lh),North Huvadhu Atoll (GA),14,22
2014,Faadhippolhu (Lh),South Huvadhu Atoll (GDh),50,27
2014,Faadhippolhu (Lh),Gnaviyani (Gn),24,15
2014,Faadhippolhu (Lh),Addu (S),65,22
2014,Male' Atoll (K),North Ari Atoll (AA),102,36
2014,Male' Atoll (K),South Ari Atoll (ADh),123,66
2014,Male' Atoll (K),Felidhu Atoll (V),67,9
2014,Male' Atoll (K),Mulakatholhu (M),136,16
2014,Male' Atoll (K),North Nilandhe Atoll (F),71,19
2014,Male' Atoll (K),South Nilandhe Atoll (Dh),144,22
2014,Male' Atoll (K),Kolhumadulu (Th),244,23
2014,Male' Atoll (K),Hadhdhunmathi (L),253,28
2014,Male' Atoll (K),North Huvadhu Atoll (GA),187,24
2014,Male' Atoll (K),South Huvadhu Atoll (GDh),367,22
2014,Male' Atoll (K),Gnaviyani (Gn),476,12
2014,Male' Atoll (K),Addu (S),1204,24
2014,North Ari Atoll (AA),South Ari Atoll (ADh),89,68
2014,North Ari Atoll (AA),Felidhu Atoll (V),14,2
2014,North Ari Atoll (AA),Mulakatholhu (M),33,11
2014,North Ari Atoll (AA),North Nilandhe Atoll (F),19,7
2014,North Ari Atoll (AA),South Nilandhe Atoll (Dh),11,10
2014,North Ari Atoll (AA),Kolhumadulu (Th),20,6
2014,North Ari Atoll (AA),Hadhdhunmathi (L),38,9
2014,North Ari Atoll (AA),North Huvadhu Atoll (GA),24,4
2014,North Ari Atoll (AA),South Huvadhu Atoll (GDh),51,3
2014,North Ari Atoll (AA),Gnaviyani (Gn),64,6
2014,North Ari Atoll (AA),Addu (S),174,31
2014,South Ari Atoll (ADh),Felidhu Atoll (V),38,12
2014,South Ari Atoll (ADh),Mulakatholhu (M),65,20
2014,South Ari Atoll (ADh),North Nilandhe Atoll (F),31,12
2014,South Ari Atoll (ADh),South Nilandhe Atoll (Dh),44,20
2014,South Ari Atoll (ADh),Kolhumadulu (Th),58,10
2014,South Ari Atoll (ADh),Hadhdhunmathi (L),80,24
2014,South Ari Atoll (ADh),North Huvadhu Atoll (GA),34,6
2014,South Ari Atoll (ADh),South Huvadhu Atoll (GDh),78,14
2014,South Ari Atoll (ADh),Gnaviyani (Gn),142,3
2014,South Ari Atoll (ADh),Addu (S),292,15
2014,Felidhu Atoll (V),Mulakatholhu (M),5,14
2014,Felidhu Atoll (V),North Nilandhe Atoll (F),6,2
2014,Felidhu Atoll (V),South Nilandhe Atoll (Dh),58,6
2014,Felidhu Atoll (V),Kolhumadulu (Th),7,13
2014,Felidhu Atoll (V),Hadhdhunmathi (L),12,1
2014,Felidhu Atoll (V),North Huvadhu Atoll (GA),6,0
2014,Felidhu Atoll (V),South Huvadhu Atoll (GDh),12,2
2014,Felidhu Atoll (V),Gnaviyani (Gn),5,0
2014,Felidhu Atoll (V),Addu (S),15,3
2014,Mulakatholhu (M),North Nilandhe Atoll (F),15,12
2014,Mulakatholhu (M),South Nilandhe Atoll (Dh),24,47
2014,Mulakatholhu (M),Kolhumadulu (Th),20,23
2014,Mulakatholhu (M),Hadhdhunmathi (L),41,15
2014,Mulakatholhu (M),North Huvadhu Atoll (GA),10,12
2014,Mulakatholhu (M),South Huvadhu Atoll (GDh),27,11
2014,Mulakatholhu (M),Gnaviyani (Gn),14,3
2014,Mulakatholhu (M),Addu (S),18,21
2014,North Nilandhe Atoll (F),South Nilandhe Atoll (Dh),21,37
2014,North Nilandhe Atoll (F),Kolhumadulu (Th),8,8
2014,North Nilandhe Atoll (F),Hadhdhunmathi (L),29,12
2014,North Nilandhe Atoll (F),North Huvadhu Atoll (GA),15,8
2014,North Nilandhe Atoll (F),South Huvadhu Atoll (GDh),20,35
2014,North Nilandhe Atoll (F),Gnaviyani (Gn),9,3
2014,North Nilandhe Atoll (F),Addu (S),20,18
2014,South Nilandhe Atoll (Dh),Kolhumadulu (Th),59,15
2014,South Nilandhe Atoll (Dh),Hadhdhunmathi (L),64,25
2014,South Nilandhe Atoll (Dh),North Huvadhu Atoll (GA),22,8
2014,South Nilandhe Atoll (Dh),South Huvadhu Atoll (GDh),37,17
2014,South Nilandhe Atoll (Dh),Gnaviyani (Gn),39,6
2014,South Nilandhe Atoll (Dh),Addu (S),106,17
2014,Kolhumadulu (Th),Hadhdhunmathi (L),123,91
2014,Kolhumadulu (Th),North Huvadhu Atoll (GA),10,18
2014,Kolhumadulu (Th),South Huvadhu Atoll (GDh),39,21
2014,Kolhumadulu (Th),Gnaviyani (Gn),19,9
2014,Kolhumadulu (Th),Addu (S),46,25
2014,Hadhdhunmathi (L),North Huvadhu Atoll (GA),28,98
2014,Hadhdhunmathi (L),South Huvadhu Atoll (GDh),66,37
2014,Hadhdhunmathi (L),Gnaviyani (Gn),24,20
2014,Hadhdhunmathi (L),Addu (S),64,57
2014,North Huvadhu Atoll (GA),South Huvadhu Atoll (GDh),263,164
2014,North Huvadhu Atoll (GA),Gnaviyani (Gn),88,27
2014,North Huvadhu Atoll (GA),Addu (S),124,75
2014,South Huvadhu Atoll (GDh),Gnaviyani (Gn),86,64
2014,South Huvadhu Atoll (GDh),Addu (S),133,154
2014,Gnaviyani (Gn),Addu (S),130,165
